word,sent_num,pos
at,929,IN
Lowood,929,NNP
:,929,:
the,929,DT
bit,929,NN
of,929,IN
bread,929,NN
",",929,","
the,929,DT
draught,929,NN
of,929,IN
coffee,929,NN
swallowed,929,VBN
at,929,IN
five,929,CD
o'clock,929,NN
had,929,VBD
revived,929,VBN
vitality,929,NN
",",929,","
if,929,IN
it,929,PRP
had,929,VBD
not,929,RB
satisfied,929,VBN
hunger,929,NN
:,929,:
the,929,DT
long,929,JJ
restraint,929,NN
of,929,IN
the,929,DT
day,929,NN
was,929,VBD
slackened,929,VBN
;,929,:
the,929,DT
schoolroom,929,NN
felt,929,VBD
warmer,929,JJR
than,929,IN
in,929,IN
the,929,DT
morning,929,NN
--,929,:
its,929,PRP$
fires,929,NNS
being,929,VBG
allowed,929,VBN
to,929,TO
burn,929,VB
a,929,DT
little,929,RB
more,929,RBR
brightly,929,RB
",",929,","
to,929,TO
supply,929,VB
",",929,","
in,929,IN
some,929,DT
measure,929,NN
",",929,","
the,929,DT
place,929,NN
of,929,IN
candles,929,NNS
",",929,","
not,929,RB
yet,929,RB
introduced,929,VBN
:,929,:
the,929,DT
ruddy,929,NN
gloaming,929,NN
",",929,","
the,929,DT
licensed,929,JJ
uproar,929,NN
",",929,","
the,929,DT
confusion,929,NN
of,929,IN
many,929,JJ
voices,929,NNS
gave,929,VBD
one,929,CD
a,929,DT
welcome,929,JJ
sense,929,NN
of,929,IN
liberty,929,NN
.,929,.
On,930,IN
the,930,DT
evening,930,NN
of,930,IN
the,930,DT
day,930,NN
on,930,IN
which,930,WDT
I,930,PRP
had,930,VBD
seen,930,VBN
Miss,930,NNP
Scatcherd,930,NNP
flog,930,VBD
her,930,PRP$
pupil,930,NN
",",930,","
Burns,930,NNP
",",930,","
I,930,PRP
wandered,930,VBD
as,930,IN
usual,930,JJ
among,930,IN
the,930,DT
forms,930,NNS
and,930,CC
tables,930,NNS
and,930,CC
laughing,930,VBG
groups,930,NNS
without,930,IN
a,930,DT
companion,930,NN
",",930,","
yet,930,RB
not,930,RB
feeling,930,VBG
lonely,930,RB
:,930,:
when,930,WRB
I,930,PRP
passed,930,VBD
the,930,DT
windows,930,NNS
",",930,","
I,930,PRP
now,930,RB
and,930,CC
then,930,RB
lifted,930,VBD
a,930,DT
blind,930,NN
",",930,","
and,930,CC
looked,930,VBD
out,930,RP
;,930,:
it,930,PRP
snowed,930,VBD
fast,930,RB
",",930,","
a,930,DT
drift,930,NN
was,930,VBD
already,930,RB
forming,930,VBG
against,930,IN
the,930,DT
lower,930,JJR
panes,930,NNS
;,930,:
putting,930,VBG
my,930,PRP$
ear,930,JJ
close,930,RB
to,930,TO
the,930,DT
window,930,NN
",",930,","
I,930,PRP
could,930,MD
distinguish,930,VB
from,930,IN
the,930,DT
gleeful,930,JJ
tumult,930,NN
within,930,IN
",",930,","
the,930,DT
disconsolate,930,NN
moan,930,NN
of,930,IN
the,930,DT
wind,930,NN
outside,930,IN
.,930,.
Probably,931,RB
",",931,","
if,931,IN
I,931,PRP
had,931,VBD
lately,931,RB
left,931,VBN
a,931,DT
good,931,JJ
home,931,NN
and,931,CC
kind,931,NN
parents,931,NNS
",",931,","
this,931,DT
would,931,MD
have,931,VB
been,931,VBN
the,931,DT
hour,931,NN
when,931,WRB
I,931,PRP
should,931,MD
most,931,RBS
keenly,931,RB
have,931,VBP
regretted,931,VBN
the,931,DT
separation,931,NN
;,931,:
that,931,IN
wind,931,NN
would,931,MD
then,931,RB
have,931,VB
saddened,931,VBN
my,931,PRP$
heart,931,NN
;,931,:
this,931,DT
obscure,931,JJ
chaos,931,NN
would,931,MD
have,931,VB
disturbed,931,VBN
my,931,PRP$
peace,931,NN
!,931,.
as,932,IN
it,932,PRP
was,932,VBD
",",932,","
I,932,PRP
derived,932,VBD
from,932,IN
both,932,CC
a,932,DT
strange,932,JJ
excitement,932,NN
",",932,","
and,932,CC
reckless,932,JJ
and,932,CC
feverish,932,JJ
",",932,","
I,932,PRP
wished,932,VBD
the,932,DT
wind,932,NN
to,932,TO
howl,932,VB
more,932,JJR
wildly,932,RB
",",932,","
the,932,DT
gloom,932,NN
to,932,TO
deepen,932,VB
to,932,TO
darkness,932,VB
",",932,","
and,932,CC
the,932,DT
confusion,932,NN
to,932,TO
rise,932,VB
to,932,TO
clamour,932,VB
.,932,.
Jumping,933,VBG
over,933,IN
forms,933,NNS
",",933,","
and,933,CC
creeping,933,VBG
under,933,IN
tables,933,NNS
",",933,","
I,933,PRP
made,933,VBD
my,933,PRP$
way,933,NN
to,933,TO
one,933,CD
of,933,IN
the,933,DT
fire-places,933,NNS
;,933,:
there,933,RB
",",933,","
kneeling,933,VBG
by,933,IN
the,933,DT
high,933,JJ
wire,933,NN
fender,933,NN
",",933,","
I,933,PRP
found,933,VBD
Burns,933,NNP
",",933,","
absorbed,933,VBD
",",933,","
silent,933,JJ
",",933,","
abstracted,933,VBN
from,933,IN
all,933,DT
round,933,NN
her,933,PRP$
by,933,IN
the,933,DT
companionship,933,NN
of,933,IN
a,933,DT
book,933,NN
",",933,","
which,933,WDT
she,933,PRP
read,933,VBD
by,933,IN
the,933,DT
dim,933,NN
glare,933,NN
of,933,IN
the,933,DT
embers,933,NNS
.,933,.
``,934,``
Is,934,VBZ
it,934,PRP
still,934,RB
'Rasselas,934,VBZ
',934,POS
?,934,.
'',934,''
I,935,PRP
asked,935,VBD
",",935,","
coming,935,VBG
behind,935,IN
her,935,PRP
.,935,.
``,936,``
Yes,936,UH
",",936,","
'',936,''
she,936,PRP
said,936,VBD
",",936,","
``,936,``
and,936,CC
I,936,PRP
have,936,VBP
just,936,RB
finished,936,VBN
it,936,PRP
.,936,.
'',936,''
And,937,CC
in,937,IN
five,937,CD
minutes,937,NNS
more,937,RBR
she,937,PRP
shut,937,VBD
it,937,PRP
up,937,RP
.,937,.
I,938,PRP
was,938,VBD
glad,938,NN
of,938,IN
this,938,DT
.,938,.
``,939,``
Now,939,RB
",",939,","
'',939,''
thought,939,VBD
I,939,PRP
",",939,","
``,939,``
I,939,PRP
can,939,MD
perhaps,939,RB
get,939,VB
her,939,PRP
to,939,TO
talk,939,VB
.,939,.
'',939,''
I,940,PRP
sat,940,VBD
down,940,RB
by,940,IN
her,940,PRP$
on,940,IN
the,940,DT
floor,940,NN
.,940,.
``,941,``
What,941,WP
is,941,VBZ
your,941,PRP$
name,941,NN
besides,941,IN
Burns,941,NNP
?,941,.
'',941,''
``,942,``
Helen,942,NNP
.,942,.
'',942,''
``,943,``
Do,943,VB
you,943,PRP
come,943,VB
a,943,DT
long,943,JJ
way,943,NN
from,943,IN
here,943,RB
?,943,.
'',943,''
``,944,``
I,944,PRP
come,944,VBP
from,944,IN
a,944,DT
place,944,NN
farther,944,RB
north,944,RB
",",944,","
quite,944,RB
on,944,IN
the,944,DT
borders,944,NNS
of,944,IN
Scotland,944,NNP
.,944,.
'',944,''
``,945,``
Will,945,MD
you,945,PRP
ever,945,RB
go,945,VB
back,945,RB
?,945,.
'',945,''
``,946,``
I,946,PRP
hope,946,VBP
so,946,RB
;,946,:
but,946,CC
nobody,946,NN
can,946,MD
be,946,VB
sure,946,JJ
of,946,IN
the,946,DT
future,946,NN
.,946,.
'',946,''
``,947,``
You,947,PRP
must,947,MD
wish,947,VB
to,947,TO
leave,947,VB
Lowood,947,NNP
?,947,.
'',947,''
``,948,``
No,948,DT
!,948,.
why,949,WRB
should,949,MD
I,949,PRP
?,949,.
I,950,PRP
was,950,VBD
sent,950,VBN
to,950,TO
Lowood,950,NNP
to,950,TO
get,950,VB
an,950,DT
education,950,NN
;,950,:
and,950,CC
it,950,PRP
would,950,MD
be,950,VB
of,950,IN
no,950,DT
use,950,NN
going,950,VBG
away,950,RB
until,950,IN
I,950,PRP
have,950,VBP
attained,950,VBN
that,950,IN
object,950,NN
.,950,.
'',950,''
``,951,``
But,951,CC
that,951,DT
teacher,951,NN
",",951,","
Miss,951,NNP
Scatcherd,951,NNP
",",951,","
is,951,VBZ
so,951,RB
cruel,951,JJ
to,951,TO
you,951,PRP
?,951,.
'',951,''
``,952,``
Cruel,952,NNP
?,952,.
Not,953,RB
at,953,IN
all,953,DT
!,953,.
She,954,PRP
is,954,VBZ
severe,954,JJ
:,954,:
she,954,PRP
dislikes,954,VBZ
my,954,PRP$
faults,954,NNS
.,954,.
'',954,''
``,955,``
And,955,CC
if,955,IN
I,955,PRP
were,955,VBD
in,955,IN
your,955,PRP$
place,955,NN
I,955,PRP
should,955,MD
dislike,955,VB
her,955,PRP$
;,955,:
I,955,PRP
should,955,MD
resist,955,VB
her,955,PRP
.,955,.
If,956,IN
she,956,PRP
struck,956,VBD
me,956,PRP
with,956,IN
that,956,DT
rod,956,NN
",",956,","
I,956,PRP
should,956,MD
get,956,VB
it,956,PRP
from,956,IN
her,956,PRP$
hand,956,NN
;,956,:
I,956,PRP
should,956,MD
break,956,VB
it,956,PRP
under,956,IN
her,956,PRP$
nose,956,NN
.,956,.
'',956,''
``,957,``
Probably,957,RB
you,957,PRP
would,957,MD
do,957,VB
nothing,957,NN
of,957,IN
the,957,DT
sort,957,NN
:,957,:
but,957,CC
if,957,IN
you,957,PRP
did,957,VBD
",",957,","
Mr.,957,NNP
Brocklehurst,957,NNP
would,957,MD
expel,957,VB
you,957,PRP
from,957,IN
the,957,DT
school,957,NN
;,957,:
that,957,WDT
would,957,MD
be,957,VB
a,957,DT
great,957,JJ
grief,957,NN
to,957,TO
your,957,PRP$
relations,957,NNS
.,957,.
It,958,PRP
is,958,VBZ
far,958,RB
better,958,JJR
to,958,TO
endure,958,VB
patiently,958,RB
a,958,DT
smart,958,NN
which,958,WDT
nobody,958,NN
feels,958,NNS
but,958,CC
yourself,958,PRP
",",958,","
than,958,IN
to,958,TO
commit,958,VB
a,958,DT
hasty,958,JJ
action,958,NN
whose,958,WP$
evil,958,JJ
consequences,958,NNS
will,958,MD
extend,958,VB
to,958,TO
all,958,DT
connected,958,VBN
with,958,IN
you,958,PRP
;,958,:
and,958,CC
besides,958,IN
",",958,","
the,958,DT
Bible,958,JJ
bids,958,NNS
us,958,PRP
return,958,VBP
good,958,JJ
for,958,IN
evil,958,NN
.,958,.
'',958,''
``,959,``
But,959,CC
then,959,RB
it,959,PRP
seems,959,VBZ
disgraceful,959,JJ
to,959,TO
be,959,VB
flogged,959,VBN
",",959,","
and,959,CC
to,959,TO
be,959,VB
sent,959,VBN
to,959,TO
stand,959,VB
in,959,IN
the,959,DT
middle,959,NN
of,959,IN
a,959,DT
room,959,NN
full,959,JJ
of,959,IN
people,959,NNS
;,959,:
and,959,CC
you,959,PRP
are,959,VBP
such,959,JJ
a,959,DT
great,959,JJ
girl,959,NN
:,959,:
I,959,PRP
am,959,VBP
far,959,RB
younger,959,JJR
than,959,IN
you,959,PRP
",",959,","
and,959,CC
I,959,PRP
could,959,MD
not,959,RB
bear,959,VB
it,959,PRP
.,959,.
'',959,''
``,960,``
Yet,960,CC
it,960,PRP
would,960,MD
be,960,VB
your,960,PRP$
duty,960,NN
to,960,TO
bear,960,VB
it,960,PRP
",",960,","
if,960,IN
you,960,PRP
could,960,MD
not,960,RB
avoid,960,VB
it,960,PRP
:,960,:
it,960,PRP
is,960,VBZ
weak,960,JJ
and,960,CC
silly,960,JJ
to,960,TO
say,960,VB
you,960,PRP
_cannot,960,VBP
bear_,960,VB
what,960,WP
it,960,PRP
is,960,VBZ
your,960,PRP$
fate,960,NN
to,960,TO
be,960,VB
required,960,VBN
to,960,TO
bear,960,VB
.,960,.
'',960,''
I,961,PRP
heard,961,VBD
her,961,PRP
with,961,IN
wonder,961,NN
:,961,:
I,961,PRP
could,961,MD
not,961,RB
comprehend,961,VB
this,961,DT
doctrine,961,NN
of,961,IN
endurance,961,NN
;,961,:
and,961,CC
still,961,RB
less,961,JJR
could,961,MD
I,961,PRP
understand,961,VBP
or,961,CC
sympathise,961,VBP
with,961,IN
the,961,DT
forbearance,961,NN
she,961,PRP
expressed,961,VBD
for,961,IN
her,961,PRP$
chastiser,961,NN
.,961,.
Still,962,RB
I,962,PRP
felt,962,VBD
that,962,IN
Helen,962,NNP
Burns,962,NNP
considered,962,VBN
things,962,NNS
by,962,IN
a,962,DT
light,962,JJ
invisible,962,JJ
to,962,TO
my,962,PRP$
eyes,962,NNS
.,962,.
I,963,PRP
suspected,963,VBD
she,963,PRP
might,963,MD
be,963,VB
right,963,JJ
and,963,CC
I,963,PRP
wrong,963,VBP
;,963,:
but,963,CC
I,963,PRP
would,963,MD
not,963,RB
ponder,963,VB
the,963,DT
matter,963,NN
deeply,963,RB
;,963,:
like,963,IN
Felix,963,NNP
",",963,","
I,963,PRP
put,963,VBD
it,963,PRP
off,963,RP
to,963,TO
a,963,DT
more,963,RBR
convenient,963,JJ
season,963,NN
.,963,.
``,964,``
You,964,PRP
say,964,VBP
you,964,PRP
have,964,VBP
faults,964,NNS
",",964,","
Helen,964,NNP
:,964,:
what,964,WP
are,964,VBP
they,964,PRP
?,964,.
To,965,TO
me,965,PRP
you,965,PRP
seem,965,VBP
very,965,RB
good,965,JJ
.,965,.
'',965,''
``,966,``
Then,966,RB
learn,966,VB
from,966,IN
me,966,PRP
",",966,","
not,966,RB
to,966,TO
judge,966,VB
by,966,IN
appearances,966,NNS
:,966,:
I,966,PRP
am,966,VBP
",",966,","
as,966,IN
Miss,966,NNP
Scatcherd,966,NNP
said,966,VBD
",",966,","
slatternly,966,RB
;,966,:
I,966,PRP
seldom,966,VBP
put,966,VBN
",",966,","
and,966,CC
never,966,RB
keep,966,VB
",",966,","
things,966,NNS
",",966,","
in,966,IN
order,966,NN
;,966,:
I,966,PRP
am,966,VBP
careless,966,JJ
;,966,:
I,966,PRP
forget,966,VBP
rules,966,NNS
;,966,:
I,966,PRP
read,966,VBP
when,966,WRB
I,966,PRP
should,966,MD
learn,966,VB
my,966,PRP$
lessons,966,NNS
;,966,:
I,966,PRP
have,966,VBP
no,966,DT
method,966,NN
;,966,:
and,966,CC
sometimes,966,RB
I,966,PRP
say,966,VBP
",",966,","
like,966,IN
you,966,PRP
",",966,","
I,966,PRP
can,966,MD
not,966,RB
_bear_,966,VB
to,966,TO
be,966,VB
subjected,966,VBN
to,966,TO
systematic,966,JJ
arrangements,966,NNS
.,966,.
This,967,DT
is,967,VBZ
all,967,DT
very,967,RB
provoking,967,VBG
to,967,TO
Miss,967,NNP
Scatcherd,967,NNP
",",967,","
who,967,WP
is,967,VBZ
naturally,967,RB
neat,967,JJ
",",967,","
punctual,967,JJ
",",967,","
and,967,CC
particular,967,JJ
.,967,.
'',967,''
``,968,``
And,968,CC
cross,968,NN
and,968,CC
cruel,968,NN
",",968,","
'',968,''
I,968,PRP
added,968,VBD
;,968,:
but,968,CC
Helen,968,NNP
Burns,968,NNP
would,968,MD
not,968,RB
admit,968,VB
my,968,PRP$
addition,968,NN
:,968,:
she,968,PRP
kept,968,VBD
silence,968,NN
.,968,.
``,969,``
Is,969,VBZ
Miss,969,JJ
Temple,969,NNP
as,969,IN
severe,969,JJ
to,969,TO
you,969,PRP
as,969,IN
Miss,969,NNP
Scatcherd,969,NNP
?,969,.
'',969,''
At,970,IN
the,970,DT
utterance,970,NN
of,970,IN
Miss,970,NNP
Temple,970,NNP
's,970,POS
name,970,NN
",",970,","
a,970,DT
soft,970,JJ
smile,970,NN
flitted,970,VBD
over,970,IN
her,970,PRP$
grave,970,JJ
face,970,NN
.,970,.
``,971,``
Miss,971,JJ
Temple,971,NN
is,971,VBZ
full,971,JJ
of,971,IN
goodness,971,NN
;,971,:
it,971,PRP
pains,971,VBZ
her,971,PRP
to,971,TO
be,971,VB
severe,971,JJ
to,971,TO
any,971,DT
one,971,CD
",",971,","
even,971,RB
the,971,DT
worst,971,JJS
in,971,IN
the,971,DT
school,971,NN
:,971,:
she,971,PRP
sees,971,VBZ
my,971,PRP$
errors,971,NNS
",",971,","
and,971,CC
tells,971,VBZ
me,971,PRP
of,971,IN
them,971,PRP
gently,971,RB
;,971,:
and,971,CC
",",971,","
if,971,IN
I,971,PRP
do,971,VBP
anything,971,NN
worthy,971,NN
of,971,IN
praise,971,NN
",",971,","
she,971,PRP
gives,971,VBZ
me,971,PRP
my,971,PRP$
meed,971,NN
liberally,971,RB
.,971,.
One,972,CD
strong,972,JJ
proof,972,NN
of,972,IN
my,972,PRP$
wretchedly,972,RB
defective,972,JJ
nature,972,NN
is,972,VBZ
",",972,","
that,972,IN
even,972,RB
her,972,PRP$
expostulations,972,NNS
",",972,","
so,972,RB
mild,972,JJ
",",972,","
so,972,IN
rational,972,JJ
",",972,","
have,972,VBP
not,972,RB
influence,972,VB
to,972,TO
cure,972,VB
me,972,PRP
of,972,IN
my,972,PRP$
faults,972,NNS
;,972,:
and,972,CC
even,972,RB
her,972,PRP$
praise,972,NN
",",972,","
though,972,IN
I,972,PRP
value,972,NN
it,972,PRP
most,972,RBS
highly,972,RB
",",972,","
can,972,MD
not,972,RB
stimulate,972,VB
me,972,PRP
to,972,TO
continued,972,VBN
care,972,NN
and,972,CC
foresight,972,NN
.,972,.
'',972,''
``,973,``
That,973,DT
is,973,VBZ
curious,973,JJ
",",973,","
'',973,''
said,973,VBD
I,973,PRP
",",973,","
``,973,``
it,973,PRP
is,973,VBZ
so,973,RB
easy,973,JJ
to,973,TO
be,973,VB
careful,973,JJ
.,973,.
'',973,''
``,974,``
For,974,IN
_you_,974,NN
I,974,PRP
have,974,VBP
no,974,DT
doubt,974,NN
it,974,PRP
is,974,VBZ
.,974,.
I,975,PRP
observed,975,VBD
you,975,PRP
in,975,IN
your,975,PRP$
class,975,NN
this,975,DT
morning,975,NN
",",975,","
and,975,CC
saw,975,VBD
you,975,PRP
were,975,VBD
closely,975,RB
attentive,975,JJ
:,975,:
your,975,PRP$
thoughts,975,NNS
never,975,RB
seemed,975,VBD
to,975,TO
wander,975,VB
while,975,IN
Miss,975,NNP
Miller,975,NNP
explained,975,VBD
the,975,DT
lesson,975,NN
and,975,CC
questioned,975,VBD
you,975,PRP
.,975,.
Now,976,RB
",",976,","
mine,976,PRP
continually,976,RB
rove,976,VB
away,976,RB
;,976,:
when,976,WRB
I,976,PRP
should,976,MD
be,976,VB
listening,976,VBG
to,976,TO
Miss,976,NNP
Scatcherd,976,NNP
",",976,","
and,976,CC
collecting,976,VBG
all,976,DT
she,976,PRP
says,976,VBZ
with,976,IN
assiduity,976,NN
",",976,","
often,976,RB
I,976,PRP
lose,976,VBP
the,976,DT
very,976,RB
sound,976,NN
of,976,IN
her,976,PRP$
voice,976,NN
;,976,:
I,976,PRP
fall,976,VBP
into,976,IN
a,976,DT
sort,976,NN
of,976,IN
dream,976,NN
.,976,.
Sometimes,977,RB
I,977,PRP
think,977,VBP
I,977,PRP
am,977,VBP
in,977,IN
Northumberland,977,NNP
",",977,","
and,977,CC
that,977,IN
the,977,DT
noises,977,NNS
I,977,PRP
hear,977,VBP
round,977,IN
me,977,PRP
are,977,VBP
the,977,DT
bubbling,977,NN
of,977,IN
a,977,DT
little,977,JJ
brook,977,NN
which,977,WDT
runs,977,VBZ
through,977,IN
Deepden,977,NNP
",",977,","
near,977,IN
our,977,PRP$
house,977,NN
;,977,:
--,977,:
then,977,RB
",",977,","
when,977,WRB
it,977,PRP
comes,977,VBZ
to,977,TO
my,977,PRP$
turn,977,NN
to,977,TO
reply,977,VB
",",977,","
I,977,PRP
have,977,VBP
to,977,TO
be,977,VB
awakened,977,VBN
;,977,:
and,977,CC
having,977,VBG
heard,977,VBN
nothing,977,NN
of,977,IN
what,977,WP
was,977,VBD
read,977,VBN
for,977,IN
listening,977,VBG
to,977,TO
the,977,DT
visionary,977,JJ
brook,977,NN
",",977,","
I,977,PRP
have,977,VBP
no,977,DT
answer,977,JJR
ready,977,JJ
.,977,.
'',977,''
``,978,``
Yet,978,CC
how,978,WRB
well,978,RB
you,978,PRP
replied,978,VBD
this,978,DT
afternoon,978,NN
.,978,.
'',978,''
``,979,``
It,979,PRP
was,979,VBD
mere,979,JJ
chance,979,NN
;,979,:
the,979,DT
subject,979,NN
on,979,IN
which,979,WDT
we,979,PRP
had,979,VBD
been,979,VBN
reading,979,VBG
had,979,VBD
interested,979,JJ
me,979,PRP
.,979,.
This,980,DT
afternoon,980,NN
",",980,","
instead,980,RB
of,980,IN
dreaming,980,VBG
of,980,IN
Deepden,980,NNP
",",980,","
I,980,PRP
was,980,VBD
wondering,980,VBG
how,980,WRB
a,980,DT
man,980,NN
who,980,WP
wished,980,VBD
to,980,TO
do,980,VB
right,980,RB
could,980,MD
act,980,VB
so,980,RB
unjustly,980,RB
and,980,CC
unwisely,980,RB
as,980,IN
Charles,980,NNP
the,980,DT
First,980,NNP
sometimes,980,RB
did,980,VBD
;,980,:
and,980,CC
I,980,PRP
thought,980,VBD
what,980,WP
a,980,DT
pity,980,NN
it,980,PRP
was,980,VBD
that,980,IN
",",980,","
with,980,IN
his,980,PRP$
integrity,980,NN
and,980,CC
conscientiousness,980,NN
",",980,","
he,980,PRP
could,980,MD
see,980,VB
no,980,DT
farther,980,JJR
than,980,IN
the,980,DT
prerogatives,980,NNS
of,980,IN
the,980,DT
crown,980,NN
.,980,.
If,981,IN
he,981,PRP
had,981,VBD
but,981,CC
been,981,VBN
able,981,JJ
to,981,TO
look,981,VB
to,981,TO
a,981,DT
distance,981,NN
",",981,","
and,981,CC
see,981,VB
how,981,WRB
what,981,WP
they,981,PRP
call,981,VBP
the,981,DT
spirit,981,NN
of,981,IN
the,981,DT
age,981,NN
was,981,VBD
tending,981,VBG
!,981,.
Still,982,RB
",",982,","
I,982,PRP
like,982,VBP
Charles,982,NNP
--,982,:
I,982,PRP
respect,982,VBP
him,982,PRP
--,982,:
I,982,PRP
pity,982,VBP
him,982,PRP
",",982,","
poor,982,JJ
murdered,982,VBD
king,982,NN
!,982,.
Yes,983,UH
",",983,","
his,983,PRP$
enemies,983,NNS
were,983,VBD
the,983,DT
worst,983,JJS
:,983,:
they,983,PRP
shed,983,VBD
blood,983,NN
they,983,PRP
had,983,VBD
no,983,DT
right,983,NN
to,983,TO
shed,983,VB
.,983,.
How,984,WRB
dared,984,VBD
they,984,PRP
kill,984,VBP
him,984,PRP
!,984,.
'',984,''
Helen,985,NNP
was,985,VBD
talking,985,VBG
to,985,TO
herself,985,VB
now,985,RB
:,985,:
she,985,PRP
had,985,VBD
forgotten,985,VBN
I,985,PRP
could,985,MD
not,985,RB
very,985,RB
well,985,RB
understand,985,VB
her,985,PRP$
--,985,:
that,985,IN
I,985,PRP
was,985,VBD
ignorant,985,JJ
",",985,","
or,985,CC
nearly,985,RB
so,985,RB
",",985,","
of,985,IN
the,985,DT
subject,985,NN
she,985,PRP
discussed,985,VBD
.,985,.
I,986,PRP
recalled,986,VBD
her,986,PRP
to,986,TO
my,986,PRP$
level,986,NN
.,986,.
``,987,``
And,987,CC
when,987,WRB
Miss,987,NNP
Temple,987,NNP
teaches,987,NNS
you,987,PRP
",",987,","
do,987,VB
your,987,PRP$
thoughts,987,NNS
wander,987,VBP
then,987,RB
?,987,.
'',987,''
``,988,``
No,988,DT
",",988,","
certainly,988,RB
",",988,","
not,988,RB
often,988,RB
;,988,:
because,988,IN
Miss,988,NNP
Temple,988,NNP
has,988,VBZ
generally,988,RB
something,988,NN
to,988,TO
say,988,VB
which,988,WDT
is,988,VBZ
newer,988,JJR
than,988,IN
my,988,PRP$
own,988,JJ
reflections,988,NNS
;,988,:
her,988,PRP$
language,988,NN
is,988,VBZ
singularly,988,RB
agreeable,988,JJ
to,988,TO
me,988,PRP
",",988,","
and,988,CC
the,988,DT
information,988,NN
she,988,PRP
communicates,988,VBZ
is,988,VBZ
often,988,RB
just,988,RB
what,988,WP
I,988,PRP
wished,988,VBD
to,988,TO
gain,988,VB
.,988,.
'',988,''
``,989,``
Well,989,RB
",",989,","
then,989,RB
",",989,","
with,989,IN
Miss,989,NNP
Temple,989,NNP
you,989,PRP
are,989,VBP
good,989,JJ
?,989,.
'',989,''
``,990,``
Yes,990,UH
",",990,","
in,990,IN
a,990,DT
passive,990,JJ
way,990,NN
:,990,:
I,990,PRP
make,990,VBP
no,990,DT
effort,990,NN
;,990,:
I,990,PRP
follow,990,VBP
as,990,IN
inclination,990,NN
guides,990,IN
me,990,PRP
.,990,.
There,991,EX
is,991,VBZ
no,991,DT
merit,991,NN
in,991,IN
such,991,JJ
goodness,991,NN
.,991,.
'',991,''
``,992,``
A,992,DT
great,992,JJ
deal,992,NN
:,992,:
you,992,PRP
are,992,VBP
good,992,JJ
to,992,TO
those,992,DT
who,992,WP
are,992,VBP
good,992,JJ
to,992,TO
you,992,PRP
.,992,.
It,993,PRP
is,993,VBZ
all,993,DT
I,993,PRP
ever,993,RB
desire,993,VBP
to,993,TO
be,993,VB
.,993,.
If,994,IN
people,994,NNS
were,994,VBD
always,994,RB
kind,994,NN
and,994,CC
obedient,994,NN
to,994,TO
those,994,DT
who,994,WP
are,994,VBP
cruel,994,JJ
and,994,CC
unjust,994,JJ
",",994,","
the,994,DT
wicked,994,JJ
people,994,NNS
would,994,MD
have,994,VB
it,994,PRP
all,994,DT
their,994,PRP$
own,994,JJ
way,994,NN
:,994,:
they,994,PRP
would,994,MD
never,994,RB
feel,994,VB
afraid,994,JJ
",",994,","
and,994,CC
so,994,RB
they,994,PRP
would,994,MD
never,994,RB
alter,994,VB
",",994,","
but,994,CC
would,994,MD
grow,994,VB
worse,994,JJR
and,994,CC
worse,994,JJR
.,994,.
When,995,WRB
we,995,PRP
are,995,VBP
struck,995,VBN
at,995,IN
without,995,IN
a,995,DT
reason,995,NN
",",995,","
we,995,PRP
should,995,MD
strike,995,VB
back,995,RB
again,995,RB
very,995,RB
hard,995,JJ
;,995,:
I,995,PRP
am,995,VBP
sure,995,JJ
we,995,PRP
should,995,MD
--,995,:
so,995,RB
hard,995,RB
as,995,IN
to,995,TO
teach,995,VB
the,995,DT
person,995,NN
who,995,WP
struck,995,VBD
us,995,PRP
never,995,RB
to,995,TO
do,995,VB
it,995,PRP
again,995,RB
.,995,.
'',995,''
``,996,``
You,996,PRP
will,996,MD
change,996,VB
your,996,PRP$
mind,996,NN
",",996,","
I,996,PRP
hope,996,VBP
",",996,","
when,996,WRB
you,996,PRP
grow,996,VBP
older,996,JJR
:,996,:
as,996,IN
yet,996,RB
you,996,PRP
are,996,VBP
but,996,CC
a,996,DT
little,996,JJ
untaught,996,JJ
girl,996,NN
.,996,.
'',996,''
``,997,``
But,997,CC
I,997,PRP
feel,997,VBP
this,997,DT
",",997,","
Helen,997,NNP
;,997,:
I,997,PRP
must,997,MD
dislike,997,VB
those,997,DT
who,997,WP
",",997,","
whatever,997,WDT
I,997,PRP
do,997,VBP
to,997,TO
please,997,VB
them,997,PRP
",",997,","
persist,997,NN
in,997,IN
disliking,997,VBG
me,997,PRP
;,997,:
I,997,PRP
must,997,MD
resist,997,VB
those,997,DT
who,997,WP
punish,997,VBP
me,997,PRP
unjustly,997,RB
.,997,.
It,998,PRP
is,998,VBZ
as,998,RB
natural,998,JJ
as,998,IN
that,998,DT
I,998,PRP
should,998,MD
love,998,VB
those,998,DT
who,998,WP
show,998,VBP
me,998,PRP
affection,998,NN
",",998,","
or,998,CC
submit,998,NN
to,998,TO
punishment,998,NN
when,998,WRB
I,998,PRP
feel,998,VBP
it,998,PRP
is,998,VBZ
deserved,998,VBN
.,998,.
'',998,''
``,999,``
Heathens,999,NNS
and,999,CC
savage,999,NN
tribes,999,NNS
hold,999,VBP
that,999,IN
doctrine,999,NN
",",999,","
but,999,CC
Christians,999,NNPS
and,999,CC
civilised,999,VBD
nations,999,NNS
disown,999,IN
it,999,PRP
.,999,.
'',999,''
``,1000,``
How,1000,WRB
?,1000,.
I,1001,PRP
do,1001,VBP
